C1,C2,Bounty,Strength
3s,3h,3,0.52
3s,Js,3,0.52
8s,Ks,K,0.52
9s,Js,8,0.52
5s,9s,6,0.519375
6s,Qh,8,0.519375
7s,Jh,J,0.519375
7s,Kh,A,0.519375
8s,9s,3,0.519375
2s,Ah,Q,0.51875
6s,Js,4,0.51875
7s,Kh,9,0.51875
9s,Ts,6,0.51875
5s,Qh,T,0.5175
7s,9h,5,0.5175
7s,Ts,4,0.5175
8s,Qh,J,0.5175
5s,Ts,3,0.516875
7s,Ts,Q,0.516875
2s,Ah,7,0.51625
3s,Qh,6,0.51625
6s,Js,2,0.51625
6s,Js,5,0.51625
7s,Js,A,0.51625
9s,Qs,6,0.51625
2s,2h,3,0.515625
7s,9s,6,0.515625
8s,Ts,2,0.515625
2s,Js,K,0.515
2s,Qs,6,0.515
2s,Kh,7,0.515
4s,Jh,T,0.515
7s,8s,4,0.515
8s,Ts,7,0.515
3s,Ks,2,0.514375
7s,Qh,9,0.514375
2s,Qh,4,0.51375
6s,Ts,K,0.51375
5s,Jh,3,0.513125
4s,Qs,K,0.5125
6s,Ah,3,0.5125
7s,Kh,6,0.5125
3s,Ks,J,0.511875
3s,Ts,7,0.51125
3s,Qs,3,0.51125
3s,Qs,6,0.51125
3s,Ks,T,0.51125
4s,Ah,5,0.51125
6s,9s,7,0.51125
7s,8s,J,0.51125
7s,Js,J,0.51125
7s,Kh,5,0.51125
8s,9h,Q,0.51125
8s,Th,8,0.51125
8s,Ts,Q,0.51125
9s,Th,A,0.51125
5s,Qh,J,0.510625
8s,Th,6,0.510625
8s,Qh,T,0.510625
9s,Th,T,0.510625
2s,2h,2,0.51
3s,3h,Q,0.51
6s,Ts,5,0.51
2s,Qs,8,0.509375
3s,Ks,K,0.509375
4s,9h,8,0.509375
5s,Qs,3,0.509375
6s,8s,Q,0.509375
8s,Jh,9,0.509375
9s,Qh,7,0.509375
6s,Ks,8,0.50875
2s,2h,T,0.508125
7s,Th,7,0.508125
3s,Js,T,0.5075
6s,8h,5,0.5075
7s,Qh,2,0.5075
9s,Ts,K,0.5075
2s,Qh,2,0.506875
4s,Js,4,0.506875
4s,Qs,Q,0.506875
5s,Qh,3,0.506875
6s,9s,2,0.506875
7s,Ts,6,0.506875
9s,Th,J,0.506875
3s,Qs,K,0.50625
8s,9h,4,0.50625
3s,3h,T,0.505625
3s,Qs,A,0.505625
6s,9h,9,0.505625
2s,2h,9,0.504375
2s,Js,6,0.504375
3s,Qh,4,0.504375
6s,Ks,7,0.504375
8s,9s,T,0.504375
8s,Ah,J,0.504375
2s,Qs,4,0.50375
2s,Kh,Q,0.50375
5s,Th,Q,0.50375
5s,Js,7,0.50375
4s,Ks,5,0.503125
4s,Qh,K,0.5025
6s,Js,6,0.5025
7s,Qs,9,0.5025
8s,Qh,8,0.5025
9s,Th,2,0.5025
7s,8h,8,0.501875
7s,9s,7,0.501875
Ts,Jh,J,0.501875
5s,Kh,8,0.50125
6s,Qh,T,0.50125
7s,9s,5,0.50125
7s,Qh,A,0.50125
7s,Kh,J,0.50125
8s,Kh,K,0.50125
9s,Jh,K,0.50125
2s,Ks,8,0.500625
3s,Qh,Q,0.500625
6s,Qh,7,0.500625
8s,Th,9,0.500625
4s,Qs,7,0.5
5s,6s,3,0.5
7s,9h,7,0.5
7s,Qh,8,0.5
8s,Qh,7,0.5
2s,Qs,5,0.499375
3s,9s,Q,0.499375
4s,Qh,A,0.499375
2s,Js,A,0.49875
4s,Qh,4,0.49875
5s,8h,7,0.49875
9s,Jh,A,0.49875
2s,Qs,9,0.498125
2s,Kh,8,0.498125
6s,Ts,3,0.498125
3s,Js,5,0.4975
5s,Jh,7,0.496875
6s,Qh,5,0.496875
7s,9s,T,0.496875
7s,9s,J,0.496875
8s,9s,6,0.496875
2s,Js,3,0.49625
3s,Js,6,0.49625
4s,Qs,2,0.49625
4s,Qh,3,0.49625
7s,Jh,5,0.49625
8s,Qh,9,0.49625
7s,8h,7,0.495625
4s,Kh,J,0.495
6s,Th,7,0.495
7s,Ts,3,0.495
7s,Jh,T,0.495
8s,Ts,9,0.495
2s,Qs,K,0.49375
5s,Qs,8,0.49375
6s,9s,3,0.49375
8s,9s,A,0.49375
2s,Kh,5,0.493125
3s,Js,8,0.493125
6s,8h,8,0.493125
7s,8h,A,0.493125
3s,3h,6,0.4925
4s,Ts,7,0.4925
4s,Kh,7,0.4925
7s,9s,8,0.4925
9s,Th,K,0.4925
5s,Jh,9,0.491875
5s,Jh,A,0.491875
8s,Ts,A,0.491875
9s,Th,5,0.491875
9s,Th,7,0.491875
2s,Ts,6,0.49125
2s,Js,T,0.49125
3s,Kh,7,0.49125
5s,Qh,8,0.49125
6s,9s,5,0.49125
8s,9h,J,0.49125
8s,9s,K,0.49125
3s,Qs,5,0.490625
5s,Js,9,0.490625
2s,2h,6,0.49
2s,Qh,Q,0.49
3s,Js,4,0.49
7s,9h,6,0.49
7s,Jh,9,0.49
2s,Ts,T,0.489375
2s,Jh,Q,0.489375
4s,9s,5,0.489375
4s,Ts,2,0.489375
5s,Kh,6,0.489375
3s,Ks,8,0.48875
4s,8s,K,0.48875
6s,Jh,2,0.48875
6s,Jh,K,0.48875
7s,Th,4,0.488125
3s,Qs,J,0.4875
3s,Qs,Q,0.4875
4s,Kh,2,0.4875
5s,Qh,6,0.4875
5s,Ks,2,0.4875
6s,9s,K,0.4875
6s,Jh,Q,0.4875
7s,Qh,K,0.4875
4s,Ks,J,0.486875
5s,Kh,5,0.486875
4s,Js,9,0.48625
4s,Kh,Q,0.48625
6s,8s,8,0.48625
7s,Qh,J,0.48625
6s,8s,9,0.485625
Ts,Jh,3,0.485625
2s,Kh,2,0.485
2s,Ks,T,0.485
3s,9s,K,0.485
6s,7s,4,0.485
6s,7s,J,0.485
6s,Qh,4,0.485
8s,Th,4,0.485
2s,Jh,K,0.484375
4s,Ts,J,0.484375
5s,Qh,2,0.484375
6s,8s,4,0.484375
7s,8h,J,0.484375
7s,Jh,4,0.484375
2s,Qh,J,0.48375
6s,9h,K,0.48375
7s,8h,4,0.48375
7s,Js,Q,0.48375
7s,Qh,6,0.48375
9s,Th,8,0.48375
3s,Js,7,0.483125
6s,Js,J,0.483125
8s,Th,5,0.483125
8s,Jh,5,0.483125
3s,3h,K,0.4825
3s,Jh,4,0.4825
7s,Js,T,0.4825
3s,Ts,T,0.481875
6s,Ts,A,0.481875
7s,9s,9,0.481875
7s,Jh,A,0.48125
8s,9h,8,0.48125
3s,Js,9,0.480625
4s,Ks,9,0.480625
8s,Th,J,0.480625
Ts,Qh,9,0.480625
2s,Kh,6,0.48
3s,Qh,9,0.48
3s,As,6,0.48
4s,Qh,7,0.48
5s,8s,Q,0.48
7s,9s,A,0.48
8s,Qh,A,0.48
2s,Jh,5,0.479375
4s,Qs,5,0.479375
5s,8s,9,0.479375
7s,Th,6,0.479375
7s,Th,T,0.479375
8s,Ts,4,0.479375
4s,Ts,8,0.47875
5s,6s,4,0.47875
5s,Qh,4,0.47875
6s,Ts,9,0.47875
5s,Js,J,0.478125
6s,Th,T,0.478125
8s,Th,3,0.478125
6s,9s,6,0.4775
6s,Js,3,0.4775
8s,Ts,J,0.4775
8s,Th,A,0.4775
4s,Jh,9,0.476875
6s,7h,9,0.476875
3s,Qh,A,0.47625
6s,9s,9,0.47625
8s,Jh,4,0.47625
2s,Js,J,0.475625
5s,8s,2,0.475625
2s,Jh,8,0.475
2s,Qh,7,0.475
4s,Js,2,0.475
5s,Qs,4,0.475
6s,9s,A,0.475
7s,Js,9,0.475
2s,2h,5,0.474375
2s,Jh,3,0.474375
2s,Qs,7,0.474375
3s,Jh,9,0.474375
3s,Kh,5,0.474375
5s,Js,T,0.474375
7s,Ts,T,0.474375
7s,Jh,K,0.474375
4s,Th,6,0.47375
5s,Js,8,0.47375
6s,Th,6,0.47375
2s,Kh,3,0.473125
2s,Ts,K,0.4725
3s,Js,A,0.4725
7s,9h,A,0.4725
2s,Qs,T,0.471875
3s,Qs,8,0.471875
4s,9h,Q,0.471875
5s,Th,K,0.471875
5s,Qs,5,0.471875
7s,8h,5,0.471875
2s,Qs,A,0.47125
4s,Js,K,0.47125
6s,Qh,6,0.47125
7s,9s,3,0.47125
8s,Js,2,0.47125
3s,9s,9,0.470625
4s,6s,J,0.470625
4s,Js,T,0.470625
2s,Qh,3,0.47
4s,Qs,9,0.47
5s,8s,A,0.47
6s,8s,2,0.47
6s,Jh,8,0.47
2s,7s,9,0.469375
3s,Ts,6,0.469375
6s,8s,A,0.469375
7s,Ts,A,0.469375
6s,Js,T,0.46875
7s,9h,2,0.46875
8s,Th,7,0.46875
4s,Ts,6,0.468125
5s,8h,A,0.468125
6s,7h,J,0.468125
7s,8s,A,0.4675
2s,Qh,9,0.466875
2s,Ks,Q,0.466875
4s,Js,8,0.466875
7s,8s,T,0.46625
2s,5s,8,0.465625
2s,Jh,A,0.465625
8s,Jh,T,0.465625
3s,9h,Q,0.465
3s,Js,K,0.465
4s,Th,2,0.465
6s,Js,Q,0.465
7s,Ts,8,0.465
8s,9h,6,0.465
2s,Ah,3,0.464375
3s,6h,Q,0.464375
4s,Qh,9,0.464375
6s,7h,3,0.464375
8s,9h,9,0.464375
3s,Ts,A,0.46375
4s,Js,5,0.46375
5s,Th,A,0.46375
6s,Jh,4,0.46375
2s,Jh,2,0.463125
5s,Js,3,0.463125
6s,7h,K,0.463125
6s,9s,T,0.463125
6s,Qs,8,0.463125
5s,Ts,8,0.4625
5s,Ts,Q,0.4625
6s,9s,4,0.4625
3s,Js,2,0.461875
3s,Qh,2,0.461875
4s,8s,4,0.461875
5s,7s,2,0.461875
5s,9s,4,0.461875
3s,Qh,3,0.46125
5s,Jh,6,0.46125
8s,Jh,A,0.46125
2s,Js,9,0.460625
7s,8h,9,0.460625
3s,Jh,Q,0.46
3s,Kh,3,0.46
6s,7s,5,0.46
7s,8s,K,0.46
7s,Js,7,0.46
9s,Ts,J,0.46
3s,9h,2,0.459375
3s,9s,6,0.459375
4s,Qh,J,0.459375
5s,6s,9,0.459375
5s,8s,4,0.459375
5s,Jh,J,0.459375
6s,8h,9,0.459375
8s,9s,4,0.459375
3s,9s,7,0.45875
3s,Kh,T,0.45875
4s,7s,5,0.45875
4s,Jh,6,0.45875
5s,8h,T,0.45875
3s,Kh,A,0.458125
4s,5s,T,0.458125
8s,Qh,2,0.458125
4s,Qh,2,0.4575
5s,9h,6,0.4575
6s,8h,K,0.4575
6s,9h,7,0.4575
7s,8s,2,0.4575
9s,Ts,4,0.4575
4s,6s,K,0.456875
6s,8s,6,0.456875
6s,Qh,J,0.456875
8s,Ts,3,0.456875
3s,8s,7,0.45625
5s,Jh,5,0.45625
7s,9h,Q,0.45625
5s,6h,J,0.455625
5s,9s,9,0.455625
5s,Th,T,0.455625
6s,8h,4,0.455625
8s,9h,A,0.455625
3s,5s,K,0.455
4s,Ts,4,0.455
5s,Ts,4,0.455
5s,Qh,Q,0.455
7s,8s,3,0.455
7s,8h,T,0.455
6s,Jh,A,0.454375
4s,5s,9,0.45375
4s,Ks,4,0.45375
5s,7s,T,0.453125
2s,Ts,A,0.4525
3s,Jh,J,0.4525
4s,Js,J,0.4525
5s,Jh,4,0.4525
7s,8s,Q,0.4525
7s,8h,K,0.4525
7s,9h,4,0.4525
3s,9h,3,0.451875
4s,9s,6,0.451875
5s,7s,4,0.451875
6s,8s,7,0.451875
3s,3h,8,0.45125
4s,9s,3,0.45125
5s,7s,J,0.45125
2s,Th,8,0.450625
4s,5s,4,0.450625
4s,Th,9,0.450625
4s,Js,A,0.450625
6s,7s,7,0.450625
7s,Jh,Q,0.450625
4s,Qh,5,0.45
5s,9h,8,0.45
6s,Th,J,0.45
6s,Jh,7,0.45
7s,Th,Q,0.45
7s,Qs,2,0.45
5s,Th,4,0.449375
2s,9s,6,0.44875
3s,9s,3,0.44875
4s,Jh,4,0.44875
4s,Jh,A,0.44875
7s,Qh,Q,0.44875
3s,9s,4,0.4475
5s,Th,7,0.4475
6s,9h,6,0.446875
4s,6s,T,0.44625
7s,Th,J,0.44625
7s,Jh,7,0.44625
4s,8s,5,0.445625
5s,7s,5,0.445625
6s,8h,6,0.445625
6s,9h,T,0.445625
6s,Js,8,0.445625
7s,8h,2,0.445625
4s,Jh,Q,0.445
8s,Js,K,0.445
3s,8s,J,0.444375
4s,8s,T,0.444375
4s,Qh,8,0.444375
6s,Th,9,0.444375
7s,8s,5,0.444375
8s,9h,K,0.444375
9s,Th,9,0.444375
2s,Js,Q,0.44375
3s,Qh,J,0.44375
5s,Ts,5,0.44375
5s,Ts,T,0.44375
2s,2h,Q,0.443125
2s,Ts,2,0.443125
2s,Th,6,0.443125
4s,7s,9,0.443125
6s,Ts,2,0.443125
7s,9h,J,0.443125
5s,Th,5,0.4425
5s,Qh,7,0.4425
6s,7s,2,0.4425
6s,7s,3,0.4425
6s,Jh,5,0.4425
2s,Ts,3,0.441875
3s,Ts,4,0.441875
3s,Ts,Q,0.441875
4s,Js,7,0.441875
6s,8s,3,0.441875
7s,Ts,J,0.441875
2s,9s,3,0.44125
4s,5s,5,0.44125
5s,6s,K,0.44125
6s,Th,2,0.44125
7s,Jh,2,0.44125
7s,8h,6,0.440625
7s,Ts,K,0.440625
3s,Jh,T,0.44
3s,Js,J,0.44
4s,8h,8,0.44
4s,Th,J,0.44
6s,Qh,2,0.44
7s,9h,8,0.44
2s,Kh,T,0.439375
4s,Jh,7,0.439375
5s,Ts,9,0.439375
4s,Ts,3,0.438125
4s,Jh,2,0.438125
4s,5s,7,0.4375
4s,Th,7,0.4375
5s,8h,J,0.4375
6s,8h,3,0.4375
5s,6s,J,0.436875
5s,Ts,J,0.436875
8s,9h,2,0.436875
3s,Th,8,0.43625
3s,Qh,K,0.43625
6s,9h,2,0.43625
4s,Ts,5,0.435625
6s,7s,8,0.435625
2s,7h,9,0.435
2s,Js,2,0.435
2s,Jh,7,0.435
3s,Ts,9,0.435
5s,7h,8,0.435
5s,9s,5,0.435
5s,Ts,K,0.435
6s,7h,2,0.435
7s,8h,3,0.435
2s,9s,4,0.434375
3s,4s,7,0.434375
3s,5s,3,0.434375
3s,Ts,2,0.434375
3s,Th,3,0.434375
4s,7s,6,0.434375
5s,8h,5,0.434375
5s,9s,2,0.434375
6s,Th,3,0.434375
2s,8s,9,0.43375
3s,Jh,3,0.43375
8s,Ts,8,0.43375
4s,7s,4,0.433125
5s,Ts,2,0.433125
8s,9h,5,0.433125
2s,Ts,7,0.4325
2s,Js,8,0.4325
3s,8s,4,0.4325
4s,Qh,Q,0.4325
3s,9h,K,0.431875
4s,5s,3,0.431875
6s,7s,6,0.431875
6s,8h,7,0.431875
3s,7s,6,0.43125
3s,Th,Q,0.43125
5s,9s,8,0.43125
4s,8h,A,0.430625
4s,Th,A,0.430625
5s,6s,T,0.430625
6s,7s,9,0.430625
4s,8s,7,0.429375
4s,Th,T,0.429375
5s,8s,7,0.429375
2s,9s,A,0.42875
4s,8h,3,0.42875
5s,Ts,A,0.42875
6s,7s,Q,0.42875
6s,Jh,6,0.42875
7s,8s,6,0.42875
2s,Ts,Q,0.428125
4s,8s,9,0.428125
5s,7s,6,0.428125
3s,5s,8,0.4275
3s,5s,Q,0.4275
3s,Jh,8,0.4275
5s,7h,3,0.4275
5s,9s,J,0.4275
6s,7h,Q,0.4275
4s,Ts,Q,0.426875
6s,9h,Q,0.426875
6s,Ts,7,0.426875
5s,7s,3,0.42625
5s,8s,5,0.42625
8s,9h,3,0.42625
5s,8s,6,0.425625
5s,8s,8,0.425625
6s,Th,4,0.425625
8s,Js,4,0.425625
3s,Jh,2,0.425
3s,Jh,A,0.425
4s,Ts,K,0.425
5s,6s,A,0.425
4s,8s,J,0.424375
5s,Jh,T,0.424375
5s,Qh,K,0.424375
6s,9h,4,0.424375
3s,8h,A,0.42375
4s,9h,5,0.42375
2s,Js,4,0.423125
3s,9s,A,0.423125
3s,Ts,8,0.423125
3s,Ts,K,0.423125
5s,9s,A,0.423125
3s,8s,8,0.4225
3s,Jh,5,0.4225
2s,Qh,6,0.421875
4s,6s,7,0.421875
4s,5h,J,0.42125
6s,8h,2,0.42125
6s,8h,J,0.42125
6s,Th,K,0.42125
6s,Jh,J,0.42125
3s,8h,T,0.420625
6s,Jh,T,0.420625
2s,Qh,8,0.42
2s,Ts,5,0.41875
3s,4s,4,0.41875
3s,7s,8,0.41875
4s,Jh,8,0.41875
4s,Qh,6,0.41875
5s,9s,T,0.41875
5s,9h,J,0.41875
7s,8s,7,0.41875
7s,9h,T,0.41875
7s,Th,K,0.41875
5s,7s,K,0.418125
3s,9s,J,0.4175
3s,Jh,7,0.4175
7s,8s,8,0.4175
2s,Jh,6,0.416875
4s,5s,A,0.416875
6s,9h,A,0.416875
6s,Ts,Q,0.416875
4s,8s,6,0.41625
6s,Th,8,0.41625
3s,Kh,4,0.415625
4s,7s,3,0.415625
6s,8s,5,0.415625
4s,7h,7,0.415
6s,7h,8,0.415
4s,9s,8,0.414375
5s,Th,J,0.41375
4s,7h,J,0.413125
4s,9s,4,0.413125
2s,9s,T,0.4125
2s,Ts,9,0.4125
4s,7s,J,0.4125
4s,Ts,T,0.4125
4s,Th,Q,0.4125
5s,7h,A,0.4125
5s,Th,9,0.4125
2s,9s,J,0.41125
4s,6s,2,0.41125
4s,9h,T,0.41125
6s,8s,J,0.41125
7s,Ts,7,0.41125
2s,Kh,J,0.410625
4s,7s,A,0.410625
4s,8s,8,0.410625
3s,8s,6,0.409375
3s,Th,J,0.409375
5s,6s,2,0.409375
5s,9h,5,0.409375
5s,9h,4,0.40875
3s,Th,9,0.408125
4s,Jh,K,0.408125
5s,8h,Q,0.408125
5s,Ts,6,0.408125
2s,Th,7,0.4075
2s,Qh,A,0.4075
3s,Qh,5,0.4075
4s,6s,4,0.4075
4s,7s,K,0.4075
7s,Jh,8,0.4075
2s,9s,2,0.406875
2s,9s,Q,0.406875
5s,7s,8,0.406875
5s,9h,9,0.406875
6s,8h,T,0.406875
2s,Ts,4,0.40625
3s,9s,8,0.405625
2s,Th,T,0.405
3s,9s,T,0.405
3s,Jh,K,0.405
5s,7h,J,0.405
5s,8h,K,0.405
5s,Jh,Q,0.405
2s,Th,2,0.404375
2s,Jh,4,0.404375
3s,9h,6,0.404375
4s,5h,Q,0.404375
5s,6h,Q,0.404375
5s,8h,3,0.404375
6s,7s,K,0.404375
6s,Th,A,0.404375
2s,Th,J,0.40375
2s,Qh,T,0.40375
4s,5h,2,0.40375
6s,7h,5,0.40375
3s,6h,A,0.403125
3s,8s,5,0.403125
3s,9s,2,0.403125
3s,Ts,3,0.403125
3s,Th,5,0.403125
3s,Th,T,0.403125
4s,5h,7,0.403125
4s,8s,3,0.403125
6s,7s,T,0.403125
2s,9s,K,0.4025
5s,9h,3,0.4025
3s,5s,5,0.401875
3s,Ts,5,0.401875
3s,7s,J,0.40125
6s,9h,3,0.40125
2s,8s,J,0.400625
3s,7s,2,0.400625
4s,6s,3,0.400625
4s,Th,5,0.400625
5s,7h,K,0.400625
2s,6s,2,0.4
3s,7s,A,0.4
3s,8s,Q,0.4
8s,9s,J,0.4
2s,Ts,8,0.399375
2s,Jh,9,0.399375
3s,5h,2,0.399375
4s,5s,8,0.399375
3s,7s,7,0.39875
4s,6h,K,0.39875
4s,Jh,J,0.39875
5s,7s,A,0.39875
2s,Ts,J,0.398125
5s,7s,9,0.398125
3s,6s,K,0.3975
3s,8s,K,0.3975
4s,9s,Q,0.3975
4s,Th,8,0.3975
2s,4s,K,0.396875
3s,4s,A,0.396875
3s,5h,J,0.396875
5s,6h,6,0.396875
5s,6s,7,0.396875
2s,8s,4,0.39625
2s,Jh,T,0.39625
3s,Qh,8,0.39625
4s,7h,K,0.39625
3s,8s,2,0.395625
5s,9h,7,0.395625
2s,Qh,5,0.395
4s,5s,2,0.395
5s,7s,7,0.395
5s,8s,3,0.395
5s,Th,8,0.395
2s,9h,3,0.394375
2s,5s,Q,0.39375
5s,7h,Q,0.39375
4s,Th,4,0.393125
2s,3s,2,0.3925
3s,Th,4,0.3925
4s,7s,2,0.3925
8s,Th,K,0.3925
2s,9s,9,0.391875
3s,7s,4,0.391875
4s,8s,Q,0.391875
4s,9h,2,0.391875
4s,9s,J,0.391875
2s,6s,Q,0.39125
3s,Jh,6,0.39125
5s,6s,5,0.39125
5s,8h,9,0.39125
7s,9h,9,0.39125
2s,9s,5,0.390625
3s,7s,T,0.390625
3s,8s,9,0.390625
5s,6h,K,0.39
5s,9h,A,0.39
5s,9s,K,0.389375
2s,9h,K,0.38875
4s,9s,2,0.38875
5s,7h,4,0.38875
3s,5s,6,0.388125
3s,4s,2,0.3875
7s,8s,9,0.386875
2s,4s,6,0.38625
2s,6h,4,0.38625
4s,7h,6,0.38625
5s,7h,9,0.38625
3s,6s,7,0.385625
4s,7h,A,0.385625
6s,9s,Q,0.385625
6s,Th,Q,0.385625
2s,Th,5,0.385
3s,5h,T,0.385
6s,7h,T,0.384375
2s,7h,8,0.38375
4s,6s,Q,0.38375
4s,7s,Q,0.38375
4s,7h,Q,0.38375
2s,7s,5,0.383125
3s,Th,A,0.383125
4s,6h,A,0.383125
5s,9s,3,0.383125
3s,7h,3,0.3825
5s,9h,K,0.3825
5s,8s,T,0.381875
5s,9s,Q,0.381875
2s,8h,A,0.38125
7s,8h,Q,0.38125
2s,8h,4,0.380625
4s,8h,7,0.380625
4s,9h,J,0.380625
5s,Th,6,0.380625
6s,7s,A,0.380625
4s,7h,T,0.38
2s,8h,2,0.379375
2s,Th,K,0.379375
5s,6h,3,0.379375
5s,8h,4,0.379375
5s,8h,6,0.379375
3s,4s,5,0.37875
4s,5s,K,0.37875
4s,8h,K,0.37875
4s,9h,7,0.37875
5s,Th,2,0.37875
3s,9h,7,0.378125
2s,9h,8,0.3775
2s,9h,A,0.376875
4s,5h,3,0.376875
4s,8h,5,0.376875
4s,9s,A,0.376875
2s,3s,Q,0.37625
2s,6s,T,0.37625
2s,8h,T,0.37625
4s,7h,8,0.37625
4s,7s,T,0.37625
4s,Jh,5,0.37625
2s,8s,A,0.375625
2s,9h,4,0.375625
3s,5s,A,0.375625
4s,7s,8,0.375625
4s,9s,9,0.375625
4s,9h,K,0.375625
2s,7s,7,0.375
2s,8s,3,0.375
3s,5h,6,0.375
3s,7s,5,0.375
4s,5s,J,0.375
5s,6s,8,0.375
2s,3s,J,0.374375
2s,8s,7,0.374375
4s,5h,5,0.374375
4s,8h,9,0.374375
5s,8s,J,0.374375
2s,8s,8,0.37375
3s,4s,K,0.37375
3s,Th,6,0.37375
4s,Th,3,0.37375
5s,8h,2,0.37375
5s,9h,Q,0.37375
2s,8s,2,0.373125
4s,8h,J,0.373125
2s,7s,T,0.3725
2s,7s,A,0.3725
2s,Qh,K,0.3725
3s,4s,3,0.3725
3s,5s,9,0.371875
3s,6h,8,0.371875
3s,7h,2,0.371875
5s,8s,K,0.371875
6s,7h,7,0.371875
3s,7h,K,0.37125
4s,9s,7,0.37125
2s,4s,2,0.370625
3s,5s,2,0.370625
2s,5s,5,0.37
5s,6s,6,0.37
6s,8h,A,0.37
2s,6s,J,0.369375
3s,6s,3,0.369375
4s,6h,T,0.369375
2s,6s,3,0.368125
3s,6h,7,0.368125
3s,9h,T,0.368125
4s,7s,7,0.368125
2s,5s,7,0.3675
3s,Th,7,0.3675
5s,6h,A,0.3675
2s,4s,9,0.366875
2s,9h,9,0.366875
5s,9h,2,0.366875
2s,6s,6,0.36625
2s,9s,7,0.36625
3s,5s,4,0.36625
3s,7h,5,0.36625
3s,9h,9,0.36625
3s,9h,A,0.36625
4s,7h,9,0.36625
4s,8s,2,0.36625
4s,9h,9,0.36625
3s,9h,J,0.365625
4s,9h,4,0.365625
2s,5s,J,0.365
3s,9h,4,0.365
4s,5s,6,0.365
4s,Th,K,0.365
2s,3s,4,0.364375
3s,6s,Q,0.364375
4s,9h,3,0.364375
2s,8h,7,0.36375
2s,8s,Q,0.36375
3s,5h,9,0.36375
2s,4s,5,0.363125
2s,6s,8,0.363125
2s,6s,9,0.363125
3s,7h,8,0.363125
3s,4h,Q,0.3625
3s,6s,2,0.361875
5s,9h,T,0.361875
2s,6s,A,0.36125
3s,7h,7,0.36125
4s,6h,6,0.36125
4s,9s,K,0.36125
6s,9h,5,0.36125
2s,7h,Q,0.360625
2s,8h,8,0.360625
4s,6s,8,0.360625
2s,7s,2,0.36
3s,Th,2,0.36
4s,6s,6,0.36
4s,Ts,9,0.36
5s,Th,3,0.36
2s,8h,6,0.359375
3s,7h,4,0.359375
4s,6s,5,0.359375
2s,5h,8,0.35875
5s,7s,Q,0.35875
3s,8h,8,0.3575
4s,6s,9,0.3575
4s,6h,9,0.3575
4s,8h,4,0.3575
4s,Jh,3,0.3575
2s,5s,A,0.356875
4s,6h,5,0.356875
2s,4s,4,0.35625
2s,9h,Q,0.35625
3s,6s,5,0.35625
3s,7s,9,0.35625
3s,9s,5,0.35625
2s,7s,J,0.355625
3s,5h,A,0.355625
2s,4h,A,0.355
2s,7s,3,0.355
3s,6s,9,0.355
3s,7s,K,0.355
3s,7h,A,0.355
5s,7h,2,0.355
2s,4s,Q,0.354375
3s,8h,6,0.354375
2s,8s,K,0.35375
3s,Ts,J,0.35375
5s,6h,2,0.35375
2s,8s,6,0.353125
3s,5s,T,0.3525
3s,8s,A,0.3525
6s,9h,8,0.3525
2s,9h,J,0.351875
2s,5s,6,0.35125
4s,5h,A,0.35125
4s,6h,2,0.35125
4s,8s,A,0.35125
5s,6h,T,0.35
2s,9s,8,0.349375
2s,Jh,J,0.349375
3s,8s,3,0.349375
3s,4s,8,0.34875
3s,6h,3,0.34875
4s,8h,2,0.34875
2s,5h,6,0.348125
2s,6h,6,0.348125
4s,7h,4,0.348125
4s,5h,8,0.3475
2s,5s,2,0.346875
2s,5s,3,0.346875
2s,9h,7,0.346875
3s,4h,3,0.346875
4s,5h,K,0.346875
4s,6s,A,0.346875
5s,6h,5,0.346875
2s,3h,J,0.34625
4s,9s,T,0.34625
2s,8s,5,0.345625
2s,9h,T,0.345625
3s,6s,A,0.345625
3s,7s,Q,0.345625
4s,7h,2,0.345625
2s,5h,2,0.345
3s,9h,5,0.345
4s,9h,A,0.344375
2s,5s,K,0.34375
2s,7h,K,0.34375
3s,6s,T,0.34375
3s,8h,5,0.343125
6s,8h,Q,0.343125
2s,4h,T,0.341875
4s,7h,3,0.341875
2s,4s,7,0.34125
2s,7s,Q,0.340625
4s,8h,T,0.340625
3s,4h,2,0.34
5s,6h,8,0.34
2s,3s,T,0.339375
2s,4h,3,0.33875
2s,5h,9,0.33875
2s,6s,5,0.33875
2s,7s,4,0.33875
2s,8h,5,0.33875
3s,5s,7,0.33875
3s,7h,9,0.33875
2s,5h,A,0.338125
2s,7h,A,0.338125
4s,9h,6,0.338125
6s,7h,A,0.338125
6s,7h,6,0.3375
2s,Th,4,0.336875
3s,4h,6,0.336875
5s,7h,7,0.336875
5s,7h,T,0.33625
6s,9h,J,0.33625
2s,8h,9,0.335625
2s,Th,9,0.335625
3s,7h,6,0.335625
3s,4s,6,0.334375
2s,6h,A,0.33375
5s,6s,Q,0.33375
2s,3s,9,0.333125
3s,5h,7,0.333125
2s,7h,4,0.3325
4s,6h,7,0.3325
2s,3s,7,0.331875
2s,6h,J,0.33125
4s,8h,6,0.33125
4s,8h,Q,0.33125
5s,6h,9,0.33125
2s,4s,3,0.330625
2s,7h,T,0.330625
2s,9h,2,0.330625
3s,6s,8,0.330625
3s,6h,T,0.330625
4s,6h,J,0.330625
2s,5s,4,0.33
3s,5s,J,0.33
3s,6h,K,0.329375
3s,8h,2,0.329375
2s,3h,T,0.32875
2s,6h,3,0.32875
3s,8s,T,0.32875
2s,4h,7,0.328125
